XAnd	2459931.324085648	-41.68807622877682	0.027265302452441402
HD224959	2459931.339375	-129.29314616474412	0.0164069006632559
Gaia2772223921520295808	2459931.3628125	-34.55393982452552	0.006792227209337422
Gaia2772223921520295808	2459931.3847685186	-34.554385742606414	0.007465814275180924
120073889595045888	2459931.5088078706	-18.62050211707833	0.0066438263781410205
120073889595045888	2459931.5291087963	-18.632144829883497	0.007361756208262365
120073889595045888	2459931.5507523147	-18.70816406415584	0.007632523415549963
120073889595045888	2459931.571053241	-18.70645804429748	0.008006759487890914
167183599159350144	2459931.5978587964	-62.11449029982524	0.009618451063360603
167183599159350144	2459931.6193171297	-62.132169446405086	0.009775652903543533
167183599159350144	2459931.6418634257	-62.12920384513329	0.010278528795792932
167183599159350144	2459931.663321759	-62.080887566494226	0.010824761352323199
ClNGC2632S119	2459931.7102083336	39.35067118260689	0.01094239623536917
BD+161847	2459931.7209259258	63.07737986378758	0.09590505656433726
TYC-2517-8	2459931.7325462964	-42.00492415835554	0.004851538030799341
BD+412150	2459931.7504976853	-6.014436032324341	0.004772310792766065
BD+042466	2459931.7678009258	44.41727303441978	0.012721279038234405
HD92855	2459931.780671296	0.6614303748664081	0.0077293997572202245
HD3765	2459932.308159722	-63.034533902138996	0.0035567842400551462
vucas	2459932.321435185	-39.80677420620426	0.1634322319441294
vucas	2459932.3347106483	-39.56632364151033	0.09873477807568509
432876048525816832	2459932.361261574	0.368445934322048	0.004151680928527399
tyc28663381	2459932.388888889	-176.23558646547366	0.008212788851720535
tyc28663381	2459932.407951389	-176.17280190265907	0.008242821492049881
237592677372174208	2459932.4328703703	-13.432596499331927	0.005611297268583658
237592677372174208	2459932.453101852	-13.457398872443282	0.006094918106931978
237592677372174208	2459932.474467593	-13.4116353501572	0.006330232600749913
hd284438	2459932.495810185	33.02426928516511	0.010496909060895104
vv1135tau	2459932.517534722	-14.103532697471863	0.006967574015055463
css198	2459932.5292939814	-12.088747988260014	0.004572034518412486
ccdm042655329cd	2459932.5475925924	-1.3216910409885374	0.03028276743306801
ccdm042655329cd	2459932.5631944444	-1.0860782164178568	0.030269609344464637
hd53119	2459932.579108796	21.676726247591198	0.0036310238161274423
v424gem	2459932.5900578704	42.987830527637755	0.006481345067410008
tyc137310701	2459932.607025463	4.893282402205871	0.005869579531816972
tyc137310701	2459932.6226157406	4.930959075124183	0.006243918816196929
gsc00792_00380	2459932.644375	21.3652750368074	0.0058945075734169764
j09023562_3627169	2459932.6658680555	7.708654397603052	0.005213131571721125
j09023562_3627169	2459932.6849305555	7.687408012945049	0.005390102043107989
j01364455_2932475	2459932.706412037	32.57354288983611	0.006004888860751875
j01364455_2932475	2459932.720844907	32.55045842625419	0.005830468073423381
BD+042466	2459932.7459375	44.45974775005121	0.015157990148020706
BD+412150	2459932.758622685	-5.806461447450348	0.004711998218902543
HD103545	2459932.7673958335	179.3629022390176	0.01276928914413084
LEE107	2459932.7790740742	-152.39517736625345	0.024234342203075215
1897620012843006976	2459933.3140972224	1.6507065116583204	0.005724779250779275
1897620012843006976	2459933.3366087964	1.6320235243456247	0.005743070545893635
TYC225010471	2459933.3591435184	15.858791075430638	0.005537424695698347
TYC225010471	2459933.379351852	15.897457703265715	0.006032111954494224
452226315007810304	2459933.402256944	-75.29754094085733	0.00556471669377763
452226315007810304	2459933.4237152776	-75.30618254610648	0.00574096253836933
452226315007810304	2459933.4462037035	-75.36903564900831	0.006229125572544452
136235611011596160	2459933.470659722	0.8695111112112964	0.006354078768539695
136235611011596160	2459933.492048611	0.8571531895809597	0.006960953715546693
136235611011596160	2459933.514814815	0.870659017107046	0.006954250268903738
hd30738	2459933.530162037	67.09817109034238	0.014492636820292821
hd31231	2459933.5345717594	16.747664378535625	0.651672408582227
bd_381031	2459933.546701389	2.07738809824604	0.05235927629223572
bd_381031	2459933.561134259	1.7755846543518774	0.05460720839910491
3404163625380612352	2459933.5827662037	-5.6611060566924705	0.007486541358434339
3404163625380612352	2459933.6029861113	-5.639229179289809	0.007486244540532902
3404163625380612352	2459933.633564815	-5.679755069717276	0.007374901603805631
uucnc	2459933.6524189813	19.658542503700694	0.014971941393257249
twcnc	2459933.6588425925	4.161700866636756	0.006881027721590137
ag_79245	2459933.6728125	-9.085758347803234	0.010417399222376802
ag_79245	2459933.6907175924	-9.137619731066424	0.011136454977517678
tyc1987_753_1	2459933.7142824074	65.64642591434784	0.03959949636702229
tyc1987_753_1	2459933.7368171294	65.68728098982479	0.04184506633460605
tyc1987_753_1	2459933.760497685	65.51921768152401	0.03670380052568401
tyc1987_753_1	2459933.7830324075	65.5776590942097	0.03653991307127494
2878568789237075712	2459934.3154166667	-55.913501631803896	0.008495010083330201
2878568789237075712	2459934.336875	-55.864622084480104	0.0069025425046607015
2878568789237075712	2459934.3596064816	-55.89261939207788	0.007199279505847686
2878568789237075712	2459934.381064815	-55.9017251358215	0.006776045069231374
141728874183780608	2459934.407372685	-26.612891588478412	0.006677738323065376
141728874183780608	2459934.42875	-26.59977398257437	0.007120346086377504
141728874183780608	2459934.451273148	-26.616816723293365	0.006528205823700545
hd26395	2459934.4667939814	-19.442500662377387	0.13252022035311306
hd28907	2459934.474976852	17.164871036680513	0.01115922684718405
he04140343	2459934.488553241	16.38437579588237	0.015395302234226414
he04140343	2459934.502986111	16.424191391446413	0.015305037545023064
hd276679	2459934.5195833333	60.56234126650411	0.02880258714860619
