BLCVn 2460425.30506489 5.950000108741699 0.19231788573621492
EZBoo 2460425.35749528 -64.78183063994271 0.16736094324515313
GLDra 2460425.461033 0.8822126164287001 0.17997103034785564
TDra 2460425.52366267 -32.47423162463684 0.21661298998720524
TYUMi 2460425.39198804 -14.0163653789784 0.24737172890537837
TYUMi 2460425.41390866 9.48684115645076 0.2392512727112659
UVCrB 2460425.44403485 -12.94525347986121 0.20153978725779348
V826Her 2460425.50784289 -26.9729537910805 0.16048775359831202
hd104979 2460425.297778 6.303653110657901 0.12724050914443208
hd116514 2460425.32151371 -8.4914221700825 0.1880152763413475
hd156432 2460425.48817266 -92.9783778304451 0.249030613990271
DICam 2460537.47051681 -73.0670792420921 0.28797891147211485
EZBoo 2460536.3048743 -32.837057061957395 0.1517566847904481
RCam 2460537.27325275 -50.3907895186084 0.20496975811342277
TYUmi 2460537.31806198 -55.29132168692103 0.25696450925431197
V2359Cyg 2460536.46086386 -63.593033230537 0.223656814346047
V335Sge 2460536.37929534 -20.2566023393966 0.1897667289121917
V439Cep 2460536.50863684 -15.3560681163007 0.2729417577654751
V585Per 2460536.55046536 -43.4830313719593 0.23020099363419652
bd+094483 2460536.41192585 54.59212753968603 0.16151544314392827
bd+284592 2460537.43908192 -73.4465982880361 0.14231964255771976
hd191892 2460536.361131 -22.00471952638254 0.1580525394320683
hd199394 2460536.44779246 -22.59180458774729 0.1401305609261262
hd199394 2460537.34041017 -20.5322453435529 0.1439119968937154
hd215686 2460536.52890505 -19.761501065795898 0.27317731251540517
hd215686 2460537.41291544 -24.71489665583 0.26110739949551637
PVUMa 2460662.38028125 -88.436458412422 0.17687256199693047
UUCnc 2460662.66778216 10.020533898258 0.1902232062716068
bd+79269B 2460664.57407879 -39.38834822950644 0.19387829113602356
hd61034 2460664.52196999 -32.6359287881551 0.22566055537718066
hd65854 2460663.32133316 -54.2625359993945 0.1612479194588588
hd73709 2460664.59858774 -54.7046855838458 0.22145729089345426
bd+091637 2460342.49881199 59.6404922317886 0.12466562227250479
hd43389 2460341.41489142 85.4269108857839 0.19503795266058319
hd49017 2460341.43938162 27.7347741517289 0.17203689090483767
hd49641 2460341.47219568 36.6403277535435 0.11204316775971981
hd73709 2460342.52333337 71.71717689851967 0.23727592373236547
TDra 2460507.53262088 -31.87547738765668 0.23573813386472478
UVCrB 2460507.44420012 22.6849606400847 0.21037423477985848
V826Her 2460507.52207797 -11.02408183199384 0.14291322659490696
