V V679 Oph                     2460815.67054761    -43.2554    0.1960 
BD-03 3766                     2460815.60581342    -57.0181    0.0266 
CD-40 7555                     2460815.53647228     -4.6191    0.0450 
ASASSN-V J181441.19-755530.2   2460815.63083057    -41.5647    0.5355 
HD 202400                      2460815.78033755    -19.5914    0.5918 
BPS CS 22964-0161              2460815.72023479     36.2688    0.2245 
HD 172555                      2460815.92500379    -40.7886    5.7051 
HD 168560                      2460815.66545606      8.6205    0.0152 
BD+00 4080                     2460815.68773746    -11.9418    0.0363 
TYC 9277-2435-1                2460815.61513777    -45.5301    0.0600 
TYC 7807-1544-1                2460815.56511528    -48.5763    0.0882 
TYC 8662-1456-1                2460815.55013716    -30.4424    0.0339 
CD-53 8144                     2460815.70180600    -44.1986    0.0239 
TYC 8740-23-1                  2460815.62750995      3.4610    0.0648 
HD 172555                      2460815.60007280     47.4077    6.0787 
CD-44 12736                    2460815.80279985     -4.1754    0.0172 
TYC 9244-867-1                 2460815.56691687    -24.3827    0.1341 
BPS CS 30322-0023              2460815.78452853    116.3191    0.2535 
TYC 499-198-1                  2460815.73474091     53.0604    0.0553 
HD72673                        2460815.49114939     14.8689    0.0079 
BPS CS 30301-0015              2460815.59285216     86.7119    0.2714 
TYC 9257-57-1                  2460815.58414790      8.1152    0.0472 
HD 187762                      2460815.70693450    -41.4584    0.0307 
BD-01 3022                     2460815.59889491    -31.6074    0.0242 
TYC 8258-1189-1                2460815.53892634     -4.3357    0.0371 
CD-71 1234                     2460815.61209315    225.9545    0.3443 
CD-50 8173                     2460815.56218656    -34.0448    0.0291 
UCAC2 30705211                 2460815.54587349    -53.5967    0.0692 
TYC 8743-1970-1                2460815.65681366    -15.8930    0.0092 
HIP 69788                      2460815.57606351      4.0600    0.0466 
CD-56 8291                     2460815.79002661    -44.6453    0.0595 
TYC 9243-986-1                 2460815.55853764    -56.8050    0.0604 
HD 105902                      2460815.52811132      0.3494    0.0293 
CD-27 9249                     2460815.55364664     -8.6374    0.0304 
HD 172555                      2460815.79825814    152.9925    0.5365 
TYC 8272-443-1                 2460815.57180866    -59.3516    0.0730 
HD 176105                      2460815.67362811      2.1246    0.0175 
HD 89638                       2460815.50681570     -2.2106    0.0163 
CD-77 1143                     2460815.79285212    -15.0406    0.0398 
HD 91979                       2460815.51194192     19.9762    0.0160 
HD 113195                      2460815.54179126     21.5660    0.0246 
BD-19 3868                     2460815.58204547   -102.0317    0.0600 
HD 88562                       2460815.50415600      8.5082    0.0158 
HD 100421                      2460815.52340569     -2.3093    0.0457 
TYC 8214-1928-1                2460815.52054266    -20.6072    0.0303 
BD+09 4483                     2460815.76201103     51.1797    0.0075 
HD 177192                      2460815.69757403     22.8714    0.0234 
2MASS J22103877+0516144        2460827.90745753   -173.9728    0.0375 
HD 206983                      2460827.88377354   -322.2507    0.0493 
TYC 9277-2435-1                2460827.74258701    -44.2459    0.0402 
HD 175674                      2460827.76928652      8.1720    0.0101 
HD 188985                      2460827.78215721     13.5858    0.0368 
HD 182250                      2460827.77786361    -20.8373    0.0155 
HD 168214                      2460827.76787789     16.8198    0.0183 
HD 146800                      2460827.74795089      1.9792    0.0237 
BD-19 3868                     2460827.73450893   -101.6735    0.0610 
HD 182300                      2460827.78021957     29.2931    0.0183 
HD 154430                      2460827.75928651    -30.9688    0.0240 
TYC 6265-1804-1                2460827.76562777     87.0506    3.7703 
BPS CS 29495-0042              2460827.84201500    -94.0803    0.2154 
UCAC2 30705211                 2460827.68334293    -52.8577    0.0310 
HD 214579                      2460827.90465424      3.1320    0.0126 
HD 207585                      2460827.89068208    -54.3225    0.0261 
BD-13 3743                     2460827.71975324    -19.4732    0.0926 
HD 107264                      2460827.68927660    -18.3696    0.0135 
TYC 8662-1456-1                2460827.70859613    -32.0752    0.0333 
TYC 8258-1189-1                2460827.70154389     -4.0638    0.0388 
UCAC4 367-070667               2460827.73018941    -20.1087    0.2249 
HD 177539                      2460827.77376972    -20.5917    0.0245 
HD 194703                      2460827.79365306    -10.3244    0.0346 
HD 150862                      2460827.75775914    -88.9463    0.0538 
BPS CS 22898-0027              2460827.81626135    -50.2359    0.3857 
HD 211173                      2460827.89942387    -20.0390    0.0117 
HD 198581                      2460827.79624686      8.1886    1.5098 
BD-10 4311                     2460827.75431275     46.6037    0.0386 
CD-71 1234                     2460827.73981414   -134.3527    0.5327 
HD 196445                      2460827.83050478    -27.9356    0.0346 
TYC 5204-375-1                 2460827.82551860     -8.0986    0.0211 
HD 146086                      2460827.75140609    137.4003    0.7301 
HD 113195                      2460827.70506774     21.8342    0.0452 
HD 156091                      2460827.76138964     -4.2934    0.0334 
